query,query_time,rows_examined
SUM transactions for account_id=15082,0.0003154277801513672,19
SUM transactions for account_id=13887,0.0,5
SUM transactions for account_id=5938,0.0009222030639648438,11
SUM transactions for account_id=17742,0.0,20
SUM transactions for account_id=15115,0.0,14
SUM transactions for account_id=2501,0.0005059242248535156,14
SUM transactions for account_id=12008,0.0005540847778320312,6
SUM transactions for account_id=18647,0.0005185604095458984,20
SUM transactions for account_id=14653,0.0007872581481933594,12
SUM transactions for account_id=1769,0.0005066394805908203,18
SUM transactions for account_id=4702,0.0005795955657958984,9
SUM transactions for account_id=1878,0.0005099773406982422,17
SUM transactions for account_id=5969,0.0006730556488037109,15
SUM transactions for account_id=13140,0.0006709098815917969,10
SUM transactions for account_id=5505,0.0007588863372802734,15
SUM transactions for account_id=4793,0.0007026195526123047,11
SUM transactions for account_id=5979,0.0005822181701660156,8
SUM transactions for account_id=3433,0.0,13
SUM transactions for account_id=15949,0.0010552406311035156,11
SUM transactions for account_id=893,0.0016193389892578125,19
SUM transactions for account_id=2763,0.0010106563568115234,6
SUM transactions for account_id=15996,0.0,13
SUM transactions for account_id=12841,0.0005104541778564453,6
SUM transactions for account_id=8035,0.0,18
SUM transactions for account_id=4539,0.00186920166015625,18
SUM transactions for account_id=12482,0.000972747802734375,17
SUM transactions for account_id=16727,0.0010409355163574219,14
SUM transactions for account_id=7419,0.0010128021240234375,19
SUM transactions for account_id=18054,0.0006442070007324219,6
SUM transactions for account_id=1649,0.0005571842193603516,10
SUM transactions for account_id=17426,0.0016634464263916016,9
SUM transactions for account_id=16902,0.001302480697631836,20
SUM transactions for account_id=15492,0.0005669593811035156,17
SUM transactions for account_id=7778,0.0004718303680419922,12
SUM transactions for account_id=4644,0.0022296905517578125,12
SUM transactions for account_id=14263,0.0013904571533203125,20
SUM transactions for account_id=1394,0.00096893310546875,16
SUM transactions for account_id=18636,0.0008196830749511719,10
SUM transactions for account_id=6827,0.001009225845336914,15
SUM transactions for account_id=17397,0.001373291015625,13
SUM transactions for account_id=4233,0.0009872913360595703,17
SUM transactions for account_id=18206,0.0008890628814697266,19
SUM transactions for account_id=12057,0.0010111331939697266,10
SUM transactions for account_id=17327,0.0009236335754394531,11
SUM transactions for account_id=11806,0.0005452632904052734,20
SUM transactions for account_id=7855,0.0018475055694580078,6
SUM transactions for account_id=11114,0.0018627643585205078,17
SUM transactions for account_id=17820,0.0011124610900878906,9
SUM transactions for account_id=17058,0.0,11
SUM transactions for account_id=18053,0.0,20
SUM transactions for account_id=10747,0.0012881755828857422,5
SUM transactions for account_id=16279,0.002035379409790039,8
SUM transactions for account_id=12091,0.0013079643249511719,19
SUM transactions for account_id=16004,0.0005102157592773438,15
SUM transactions for account_id=15738,0.0008075237274169922,15
SUM transactions for account_id=2353,0.001386404037475586,7
SUM transactions for account_id=5814,0.001054525375366211,19
SUM transactions for account_id=17316,0.0005550384521484375,13
SUM transactions for account_id=17320,0.0009319782257080078,17
SUM transactions for account_id=16708,0.0004382133483886719,17
SUM transactions for account_id=15974,0.002130270004272461,20
SUM transactions for account_id=7331,0.0013322830200195312,12
SUM transactions for account_id=4952,0.0,16
SUM transactions for account_id=3200,0.0007975101470947266,17
SUM transactions for account_id=13515,0.0010492801666259766,7
SUM transactions for account_id=17005,0.0025680065155029297,12
SUM transactions for account_id=14778,0.0017931461334228516,17
SUM transactions for account_id=10820,0.0007100105285644531,17
SUM transactions for account_id=13911,0.0,19
SUM transactions for account_id=17972,0.001035451889038086,17
SUM transactions for account_id=2073,0.0,10
SUM transactions for account_id=19175,0.0011234283447265625,19
SUM transactions for account_id=15039,0.0020096302032470703,18
SUM transactions for account_id=13481,0.001524209976196289,12
SUM transactions for account_id=13855,0.0015170574188232422,14
SUM transactions for account_id=7769,0.001134634017944336,12
SUM transactions for account_id=6429,0.0005769729614257812,17
SUM transactions for account_id=3883,0.0005056858062744141,19
SUM transactions for account_id=15144,0.00199127197265625,16
SUM transactions for account_id=8727,0.0005114078521728516,8
SUM transactions for account_id=12572,0.0013298988342285156,9
SUM transactions for account_id=11812,0.0005071163177490234,7
SUM transactions for account_id=2401,0.0005059242248535156,10
SUM transactions for account_id=7623,0.0013964176177978516,9
SUM transactions for account_id=6411,0.0,14
SUM transactions for account_id=18256,0.0008714199066162109,6
SUM transactions for account_id=4110,0.0014765262603759766,20
SUM transactions for account_id=12465,0.0005495548248291016,18
SUM transactions for account_id=2682,0.0005090236663818359,7
SUM transactions for account_id=18538,0.0007891654968261719,5
SUM transactions for account_id=8645,0.0008985996246337891,12
SUM transactions for account_id=12097,0.0010221004486083984,11
SUM transactions for account_id=209,0.0015552043914794922,16
SUM transactions for account_id=400,0.002025604248046875,10
SUM transactions for account_id=13940,0.0005476474761962891,5
SUM transactions for account_id=10607,0.0006656646728515625,9
SUM transactions for account_id=6797,0.0014684200286865234,15
SUM transactions for account_id=9053,0.0005395412445068359,14
SUM transactions for account_id=10779,0.0,12
SUM transactions for account_id=4023,0.0005092620849609375,18
SUM transactions for account_id=17076,0.0009899139404296875,17
SUM transactions for account_id=891,0.001989603042602539,8
SUM transactions for account_id=18375,0.0007979869842529297,6
SUM transactions for account_id=15827,0.001554727554321289,14
SUM transactions for account_id=2021,0.0005528926849365234,5
SUM transactions for account_id=17633,0.0009326934814453125,8
SUM transactions for account_id=7645,0.0005075931549072266,8
SUM transactions for account_id=3222,0.0013439655303955078,10
SUM transactions for account_id=11929,0.0,19
SUM transactions for account_id=10173,0.0,10
SUM transactions for account_id=5399,0.0005412101745605469,16
SUM transactions for account_id=12441,0.0011501312255859375,8
SUM transactions for account_id=2346,0.0014312267303466797,10
SUM transactions for account_id=3952,0.0005736351013183594,16
SUM transactions for account_id=8319,0.0011534690856933594,7
SUM transactions for account_id=17166,0.001016855239868164,7
SUM transactions for account_id=13986,0.0005464553833007812,18
SUM transactions for account_id=6451,0.0016064643859863281,15
SUM transactions for account_id=13484,0.0007085800170898438,17
SUM transactions for account_id=12688,0.0009179115295410156,18
SUM transactions for account_id=19598,0.0009286403656005859,10
SUM transactions for account_id=12204,0.0,6
SUM transactions for account_id=3503,0.0014243125915527344,14
SUM transactions for account_id=7266,0.0007648468017578125,11
SUM transactions for account_id=6166,0.00144195556640625,18
SUM transactions for account_id=1557,0.0016896724700927734,11
SUM transactions for account_id=18596,0.0015344619750976562,19
SUM transactions for account_id=7363,0.00151824951171875,14
SUM transactions for account_id=5966,0.0005121231079101562,15
SUM transactions for account_id=18081,0.002052783966064453,11
SUM transactions for account_id=15200,0.0,13
SUM transactions for account_id=966,0.001016378402709961,18
SUM transactions for account_id=8547,0.0010094642639160156,9
SUM transactions for account_id=13194,0.0015723705291748047,15
SUM transactions for account_id=2496,0.003068685531616211,14
SUM transactions for account_id=11598,0.00075531005859375,19
SUM transactions for account_id=17326,0.0012345314025878906,17
SUM transactions for account_id=18386,0.0005376338958740234,14
SUM transactions for account_id=2108,0.0010089874267578125,17
SUM transactions for account_id=3899,0.0,20
SUM transactions for account_id=10448,0.0005056858062744141,15
SUM transactions for account_id=6673,0.0007305145263671875,13
SUM transactions for account_id=13722,0.001123666763305664,10
SUM transactions for account_id=11069,0.0018358230590820312,18
SUM transactions for account_id=5868,0.0019049644470214844,19
SUM transactions for account_id=8788,0.0009694099426269531,15
SUM transactions for account_id=13533,0.0009295940399169922,5
SUM transactions for account_id=2979,0.0010113716125488281,18
SUM transactions for account_id=11490,0.0,6
SUM transactions for account_id=9035,0.0010471343994140625,15
SUM transactions for account_id=8379,0.0014443397521972656,7
SUM transactions for account_id=6770,0.0016276836395263672,11
SUM transactions for account_id=14598,0.00038433074951171875,9
SUM transactions for account_id=10526,0.0009131431579589844,11
SUM transactions for account_id=6547,0.0008251667022705078,9
SUM transactions for account_id=12561,0.0008518695831298828,8
SUM transactions for account_id=5633,0.001256704330444336,14
SUM transactions for account_id=14759,0.0008451938629150391,12
SUM transactions for account_id=10624,0.001008749008178711,20
SUM transactions for account_id=18213,0.0005092620849609375,11
SUM transactions for account_id=3485,0.0005209445953369141,11
SUM transactions for account_id=19936,0.0016241073608398438,8
SUM transactions for account_id=15342,0.0015263557434082031,20
SUM transactions for account_id=9456,0.0017733573913574219,7
SUM transactions for account_id=1295,0.000789642333984375,10
SUM transactions for account_id=4639,0.0006909370422363281,5
SUM transactions for account_id=16439,0.0015273094177246094,18
SUM transactions for account_id=11748,0.0019893646240234375,18
SUM transactions for account_id=15169,0.0017747879028320312,18
SUM transactions for account_id=7034,0.0006167888641357422,13
SUM transactions for account_id=16523,0.0015988349914550781,5
SUM transactions for account_id=7295,0.0,16
SUM transactions for account_id=11042,0.0006737709045410156,8
SUM transactions for account_id=11928,0.0010001659393310547,7
SUM transactions for account_id=12041,0.0015246868133544922,19
SUM transactions for account_id=15164,0.0013964176177978516,8
SUM transactions for account_id=7120,0.0015213489532470703,5
SUM transactions for account_id=7637,0.0,11
SUM transactions for account_id=12419,0.0021867752075195312,8
SUM transactions for account_id=15424,0.0,5
SUM transactions for account_id=649,0.0010123252868652344,12
SUM transactions for account_id=1145,0.0015211105346679688,11
SUM transactions for account_id=17659,0.0016326904296875,18
SUM transactions for account_id=295,0.0016124248504638672,5
SUM transactions for account_id=19092,0.0009784698486328125,19
SUM transactions for account_id=9446,0.00051116943359375,13
SUM transactions for account_id=4097,0.0016455650329589844,8
SUM transactions for account_id=17876,0.0015635490417480469,9
SUM transactions for account_id=17234,0.0012562274932861328,12
SUM transactions for account_id=12,0.0,11
SUM transactions for account_id=14893,0.0015795230865478516,19
SUM transactions for account_id=3578,0.0005097389221191406,13
SUM transactions for account_id=2973,0.0013113021850585938,9
SUM transactions for account_id=5171,0.0011785030364990234,5
SUM transactions for account_id=12581,0.0017597675323486328,17
SUM transactions for account_id=13607,0.0010569095611572266,6
SUM transactions for account_id=12495,0.0005078315734863281,7
SUM transactions for account_id=16590,0.0011844635009765625,5
SUM transactions for account_id=12322,0.0019061565399169922,15
