query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length,cpu_usage,memory_usage,is_slow
SUM transactions for user_id=2322,0.0292556839467782,29,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2322,0.0226118303330932,29,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=392,0.0219561524219195,12,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=392,0.0230486536667897,12,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=392,0.0206915346044022,12,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=7939,0.0272264506664545,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7939,0.0380395114983043,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7939,0.0375139503158829,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4085,0.0306034099821303,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4085,0.0275155063264067,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4085,0.0254353324769518,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1951,0.0241968771588966,16,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1951,0.0212118042513921,16,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1951,0.0223078340601791,16,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=754,0.0282588053265441,34,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=754,0.02987753640142,34,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=754,0.022499739459017,34,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions (simulated missing index),0.0771086304324763,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0800434513856157,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1000161235745233,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=6627,0.0275107778091638,20,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6627,0.0201597630892518,20,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6627,0.0269022786742269,20,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8622,0.030570679773839,29,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8622,0.0269676618681325,29,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8622,0.0258025380617507,29,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.1117933159039954,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.130650580439585,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1253212222645581,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=8740,0.0211610872909441,36,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8740,0.0292903719674701,36,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8740,0.0236093130605268,36,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1209,0.0261755775716315,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1209,0.0263603765420848,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1209,0.0230536823821386,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3215,0.0361562998864569,7,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3215,0.031130748357619,7,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3215,0.0261792931888917,7,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0949905461869171,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0976528202696602,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0862172186018992,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=1565,0.0267745765800071,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1565,0.0214845184397948,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1565,0.0256924995347238,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.1068436675458493,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1048007696131771,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1049551266758219,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=5279,0.0254964698886483,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5279,0.0296193335980965,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5279,0.0209782038263047,23,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0938599942626739,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0759342043813734,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1052294665840105,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=9012,0.0276426689028097,28,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9012,0.031910325911513,28,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9012,0.032324853081244,28,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.110959822049642,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1242623779693605,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1323808391899909,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=6648,0.0278010170376826,22,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6648,0.0235326190596703,22,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6648,0.0272367828124461,22,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6284,0.0250858606361585,16,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6284,0.026166125373908,16,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6284,0.0209632757810668,16,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7599,0.0224411067770496,26,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7599,0.0209437600101566,26,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7599,0.0231307101190087,26,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7284,0.0275791075697429,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7284,0.0203144857159246,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7284,0.0217466938275374,34,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4813,0.0283036489930543,17,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4813,0.0193674646480434,17,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4813,0.0206156557463618,17,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0869491385541663,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0858453626835482,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0864693506188112,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0988694107732508,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1100495057457996,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1152545013982624,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0815186729635622,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0712105007304058,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0988507792271483,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=2360,0.0222639091312064,29,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2360,0.0245885502348717,29,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2360,0.0275983305363643,29,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0978159234300959,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0913986479677039,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0819653275101445,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=1689,0.0246006008019194,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1689,0.0254586907365126,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1689,0.0248287409812755,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1944,0.0249906963617019,10,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1944,0.0247467363495965,10,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1944,0.0238278109994435,10,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=782,0.0228340606769443,36,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=782,0.0296077377230794,36,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=782,0.0273346314847934,36,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=4936,0.0264408114487605,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4936,0.0267389212652106,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4936,0.0206570629597153,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5104,0.01927686481899,11,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5104,0.0250316222782456,11,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5104,0.0210711886326004,11,2,1,1,1,3,33,20.0,190.453125,0
SUM transactions (simulated missing index),0.0853508396653446,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0928939498651359,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1090279574224711,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0802325764347727,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0869292081047416,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1058322757607549,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=8972,0.0286696683144331,43,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8972,0.0295086756126996,43,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8972,0.0274045641706285,43,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2296,0.0280032373582643,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2296,0.0304125335507435,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2296,0.0253367223331994,24,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2900,0.021557103123982,10,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2900,0.026304458754903,10,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2900,0.0233451011325782,10,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2192,0.0270158534899181,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2192,0.0224531108633779,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2192,0.0268017480599743,12,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8265,0.0283082298398359,49,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8265,0.0310840375301091,49,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=8265,0.0335463995890935,49,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0894083176195953,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.081525222755098,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0981602489028836,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=830,0.0211508635944641,19,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=830,0.0208999321649613,19,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=830,0.0211180205206667,19,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=5989,0.0308446074969156,26,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5989,0.0240874510675356,26,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5989,0.0295013394108749,26,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3849,0.0299652403254512,10,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3849,0.0330261016353419,10,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3849,0.0248417179089135,10,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.105144975322519,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1034824332246805,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0965976303515909,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=6769,0.0273147010791744,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6769,0.0351118456027181,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6769,0.0267591037292091,37,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2666,0.0291936719982038,35,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2666,0.0388718840169265,35,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2666,0.0310386616653572,35,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6296,0.0238586009355236,45,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6296,0.0244749964338012,45,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=6296,0.028179602202057,45,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9042,0.0252049430303397,17,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9042,0.0240014675192336,17,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=9042,0.0228377787313453,17,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.1388885018221047,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.102558960466066,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1083647426281776,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=4424,0.0288617237807019,36,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4424,0.029080330621671,36,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4424,0.0269196063831721,36,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0991423853055992,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0930499885366228,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1046150795274498,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0748137358509401,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1097282102555342,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0865338348455771,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=1942,0.0231705207100356,27,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1942,0.0315146306249984,27,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1942,0.0229197015373818,27,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=580,0.0261998580404148,32,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=580,0.0272640133059957,32,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=580,0.0247440474528823,32,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=365,0.02839624110297,19,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=365,0.0252541230351547,19,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=365,0.0261925424866915,19,2,1,1,1,3,32,0.0,190.453125,0
SUM transactions for user_id=1350,0.0270813932015915,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1350,0.0253295060223584,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1350,0.0264908547227659,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2760,0.0248323199796149,44,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2760,0.0268554828419435,44,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2760,0.0262228124478832,44,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.1224684309563247,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1290031176004277,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1080537466488284,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=2535,0.0234646409411917,18,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2535,0.0194905270940625,18,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2535,0.0222219876660926,18,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2106,0.031247638821389,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2106,0.0287469136984025,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=2106,0.0266847303138046,15,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1509,0.0244992640079895,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1509,0.0265026497194569,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=1509,0.0239325882147866,31,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3658,0.0199539260378984,43,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3658,0.0230698479720319,43,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=3658,0.020890534378182,43,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5378,0.0223419084409694,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5378,0.0239298659995233,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=5378,0.0249087163950405,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0839849005583097,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0853920131748966,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0880308028540588,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0900026473789929,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0861646353703255,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1062440293508096,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=4845,0.0250023373125411,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4845,0.029231549829309,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=4845,0.0289572390717018,9,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions (simulated missing index),0.0876357961175195,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0798016462145976,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1025505998583389,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1139108805088688,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.1136767905317862,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions (simulated missing index),0.0917500185312144,250188,1,1,1,0,2,42,0.0,190.453125,1
SUM transactions for user_id=7100,0.0285882537036934,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7100,0.0294174226802766,19,2,1,1,1,3,33,0.0,190.453125,0
SUM transactions for user_id=7100,0.0245744607499718,19,2,1,1,1,3,33,0.0,190.453125,0
