query,query_time,rows_examined,joins,has_sum,has_group_by,has_where,tables_count,query_length,cpu_usage,memory_usage
SUM transactions for user_id=1951,0.021211804251392102,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1951,0.022307834060179155,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=754,0.028258805326544147,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=754,0.029877536401420077,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=754,0.02249973945901705,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.0771086304324763,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08004345138561578,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10001612357452337,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=6627,0.027510777809163833,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6627,0.020159763089251888,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6627,0.026902278674226912,20,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8622,0.030570679773839086,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8622,0.02696766186813251,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8622,0.025802538061750785,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.1117933159039954,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.13065058043958508,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.12532122226455814,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=8740,0.021161087290944167,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8740,0.0292903719674701,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8740,0.023609313060526837,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1209,0.026175577571631546,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1209,0.02636037654208488,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1209,0.023053682382138695,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3215,0.03615629988645695,7,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3215,0.031130748357619007,7,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3215,0.02617929318889173,7,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09499054618691714,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09765282026966021,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08621721860189929,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=1565,0.026774576580007117,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1565,0.021484518439794813,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1565,0.02569249953472385,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.10684366754584933,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10480076961317719,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10495512667582198,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=5279,0.025496469888648312,23,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5279,0.02961933359809656,23,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5279,0.020978203826304748,23,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.0938599942626739,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07593420438137348,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.1052294665840105,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=9012,0.02764266890280972,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9012,0.031910325911513084,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9012,0.032324853081244,28,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.11095982204964205,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.12426237796936056,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.13238083918999094,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=6648,0.02780101703768268,22,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6648,0.023532619059670384,22,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6648,0.027236782812446177,22,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6284,0.02508586063615854,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6284,0.026166125373908087,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6284,0.02096327578106687,16,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7599,0.022441106777049667,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7599,0.02094376001015664,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7599,0.023130710119008722,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7284,0.02757910756974291,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7284,0.020314485715924622,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7284,0.021746693827537425,34,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4813,0.028303648993054348,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4813,0.019367464648043446,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4813,0.0206156557463618,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.08694913855416633,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08584536268354827,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08646935061881125,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09886941077325083,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.11004950574579961,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.1152545013982624,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08151867296356223,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07121050073040582,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09885077922714837,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=2360,0.022263909131206457,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2360,0.02458855023487177,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2360,0.027598330536364367,29,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.0978159234300959,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0913986479677039,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0819653275101445,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=1689,0.024600600801919403,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1689,0.025458690736512617,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1689,0.024828740981275542,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1944,0.024990696361701904,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1944,0.024746736349596527,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1944,0.023827810999443592,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=782,0.02283406067694438,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=782,0.02960773772307944,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=782,0.027334631484793495,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4936,0.026440811448760575,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4936,0.026738921265210616,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4936,0.020657062959715332,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5104,0.01927686481899001,11,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5104,0.025031622278245645,11,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5104,0.0210711886326004,11,2,1,1,1,3,38,20.0,190.453125
SUM transactions (simulated missing index),0.0853508396653446,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09289394986513595,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10902795742247119,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08023257643477273,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08692920810474165,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10583227576075493,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=8972,0.0286696683144331,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8972,0.02950867561269962,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8972,0.027404564170628528,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2296,0.028003237358264346,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2296,0.030412533550743505,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2296,0.025336722333199457,24,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2900,0.02155710312398202,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2900,0.026304458754903063,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2900,0.023345101132578226,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2192,0.027015853489918133,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2192,0.02245311086337791,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2192,0.026801748059974373,12,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8265,0.02830822983983594,49,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8265,0.03108403753010917,49,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=8265,0.033546399589093556,49,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.08940831761959536,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08152522275509806,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09816024890288365,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=830,0.021150863594464185,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=830,0.02089993216496132,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=830,0.021118020520666754,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5989,0.03084460749691561,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5989,0.024087451067535664,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5989,0.02950133941087496,26,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3849,0.02996524032545129,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3849,0.03302610163534197,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3849,0.02484171790891354,10,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.10514497532251901,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10348243322468051,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09659763035159093,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=6769,0.027314701079174407,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6769,0.035111845602718184,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6769,0.026759103729209123,37,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2666,0.02919367199820382,35,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2666,0.03887188401692651,35,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2666,0.031038661665357244,35,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6296,0.023858600935523607,45,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6296,0.024474996433801285,45,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=6296,0.028179602202057025,45,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9042,0.025204943030339714,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9042,0.024001467519233606,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=9042,0.022837778731345303,17,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.13888850182210474,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10255896046606602,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10836474262817766,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=4424,0.028861723780701933,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4424,0.029080330621671074,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4424,0.02691960638317211,36,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.09914238530559924,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09304998853662289,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.1046150795274498,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07481373585094016,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10972821025553428,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08653383484557713,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=1942,0.023170520710035624,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1942,0.03151463062499845,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1942,0.022919701537381845,27,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=580,0.026199858040414876,32,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=580,0.0272640133059957,32,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=580,0.024744047452882383,32,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=365,0.02839624110297007,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=365,0.025254123035154705,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=365,0.02619254248669157,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1350,0.027081393201591548,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1350,0.02532950602235849,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1350,0.02649085472276591,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2760,0.02483231997961499,44,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2760,0.026855482841943515,44,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2760,0.026222812447883277,44,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.12246843095632472,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.12900311760042774,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10805374664882843,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=2535,0.02346464094119176,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2535,0.019490527094062585,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2535,0.022221987666092645,18,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2106,0.03124763882138906,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2106,0.028746913698402515,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=2106,0.026684730313804635,15,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1509,0.024499264007989574,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1509,0.026502649719456914,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=1509,0.023932588214786672,31,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3658,0.019953926037898483,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3658,0.023069847972031942,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=3658,0.020890534378182,43,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5378,0.022341908440969435,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5378,0.023929865999523386,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=5378,0.02490871639504059,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.08398490055830972,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08539201317489664,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.0880308028540588,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09000264737899295,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08616463537032558,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10624402935080964,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=4845,0.02500233731254112,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4845,0.029231549829309058,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=4845,0.028957239071701883,9,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.08763579611751957,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.07980164621459769,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10255059985833896,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.1139108805088688,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.11367679053178627,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.09175001853121445,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions for user_id=7100,0.02858825370369342,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7100,0.029417422680276608,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions for user_id=7100,0.024574460749971862,19,2,1,1,1,3,38,0.0,190.453125
SUM transactions (simulated missing index),0.07595850873594455,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.10869044564441227,250188,1,1,1,0,2,42,0.0,190.453125
SUM transactions (simulated missing index),0.08801289180698481,250188,1,1,1,0,2,42,0.0,190.453125
